lemma,upos,lexical_class
рифмоваться,VERB,specialized
роберт,PROPN,general
робототехника,NOUN,general
ровесник,NOUN,general
ровно,ADV,everyday
ровный,ADJ,general
род,NOUN,general
роддом,NOUN,everyday
родитель,NOUN,general
родительский,ADJ,general
родник,NOUN,everyday
родной,ADJ,general
родные,NOUN,everyday
родственник,NOUN,general
родственный,ADJ,specialized
родство,NOUN,specialized
родченко,PROPN,specialized
рожа,NOUN,everyday
рождаемость,NOUN,general
рождать,VERB,everyday
рождаться,VERB,general
рождение,NOUN,everyday
рождественский,ADJ,everyday
рождество,PROPN,general
роза,NOUN,everyday
розетка,NOUN,everyday
розеттский,ADJ,specialized
розоватый,ADJ,everyday
розовый,ADJ,everyday
рок,NOUN,general
рок-группа,NOUN,general
рок-клуб,NOUN,general
роль,NOUN,general
роман,NOUN,general
роман,PROPN,general
романов,PROPN,general
романтизировать,VERB,general
романтичный,ADJ,specialized
роса,NOUN,general
роспись,NOUN,specialized
российский,ADJ,general
россия,PROPN,general
россиянин,NOUN,everyday
рост,NOUN,general
ростов,PROPN,everyday
рот,NOUN,everyday
роутер,NOUN,everyday
роща,NOUN,everyday
ртутный,ADJ,everyday
рубашка,NOUN,everyday
рубеж,NOUN,general
рубить,VERB,general
рубль,NOUN,everyday
рублёв,PROPN,specialized
рубрика,NOUN,specialized
ругать,VERB,everyday
рука,NOUN,everyday
руководитель,NOUN,general
руководить,VERB,general
руководство,NOUN,general
рукоделие,NOUN,everyday
рукопожатие,NOUN,specialized
руль,NOUN,general
румяный,ADJ,specialized
русалка,NOUN,specialized
русло,NOUN,specialized
русский,ADJ,general
русский,NOUN,everyday
русскоязычный,ADJ,general
русь,PROPN,general
рутина,NOUN,everyday
рутинный,ADJ,general
ручка,NOUN,everyday
ручной,ADJ,everyday
рыба,NOUN,everyday
рыбак,NOUN,everyday
рыбалка,NOUN,everyday
рыбина,NOUN,everyday
рыбка,NOUN,everyday
рыболовство,NOUN,specialized
рыжий,ADJ,everyday
рынок,NOUN,general
рыночный,ADJ,everyday
рысь,NOUN,everyday
рэлеевский,ADJ,specialized
рюкзак,NOUN,everyday
ряд,NOUN,general
рядовой,ADJ,general
рядом,ADV,general
рязанов,PROPN,everyday
с,ADP,general
сага,NOUN,specialized
сад,NOUN,general
садик,NOUN,everyday
садиться,VERB,general
садка,NOUN,everyday
садовник,NOUN,everyday
садовый,ADJ,everyday
сажать,VERB,general
сайт,NOUN,general
салат,NOUN,everyday
салон,NOUN,everyday
сальса,NOUN,everyday
сам,ADJ,general
самара,PROPN,everyday
самиздат,NOUN,specialized
самовар,NOUN,everyday
самодеятельный,ADJ,general
самоконтроль,NOUN,specialized
самолёт,NOUN,general
самоотчёт,NOUN,specialized
самооценка,NOUN,general
самостоятельно,ADV,general
самостоятельность,NOUN,general
самостоятельный,ADJ,general
самоуправление,NOUN,everyday
самочувствие,NOUN,general
самый,ADJ,general
сан-франциско,PROPN,everyday
санаторий,NOUN,general
сандалия,NOUN,everyday
санкт-петербург,PROPN,general
санкция,NOUN,general
сансара,NOUN,specialized
сантехник,NOUN,everyday
сантиметр,NOUN,general
сантьяго,PROPN,specialized
саня,PROPN,everyday
сапог,NOUN,everyday
сарай,NOUN,everyday
саратов,PROPN,general
сатоси,PROPN,general
сатурн,PROPN,specialized
сахар,NOUN,general
саша,PROPN,everyday
сбежать,VERB,everyday
сбережения,NOUN,general
сближать,VERB,everyday
сблизиться,VERB,general
сбой,NOUN,general
сбоку,ADV,general
сбор,NOUN,general
сборная,NOUN,general
сборник,NOUN,general
сборочный,ADJ,general
сборщик,NOUN,specialized
сбрасывать,VERB,everyday
сброс,NOUN,everyday
сбываться,VERB,specialized
сбыться,VERB,general
свадьба,NOUN,everyday
свалка,NOUN,general
сварить,VERB,everyday
сват,NOUN,everyday
сватья,NOUN,everyday
сведение,NOUN,general
свежевыстиранный,ADJ,everyday
свежепокрасить,VERB,general
свежий,ADJ,general
свекровь,NOUN,everyday
сверить,VERB,everyday
сверлить,VERB,everyday
сверло,NOUN,everyday
свернуть,VERB,everyday
сверх,ADP,general
сверху,ADV,everyday
сверхурочный,ADJ,general
свести,VERB,general
свет,NOUN,general
свет,PROPN,everyday
светило,NOUN,specialized
светиться,VERB,general
светловолосый,ADJ,everyday
светлый,ADJ,everyday
светодиодный,ADJ,general
светофор,NOUN,everyday
светский,ADJ,everyday
свеча,NOUN,everyday
свечка,NOUN,everyday
свидание,NOUN,everyday
свидетель,NOUN,general
свидетельство,NOUN,general
свистеть,VERB,everyday
свисток,NOUN,everyday
свита,NOUN,specialized
свитер,NOUN,everyday
свобода,NOUN,general
свободно,ADV,general
свободный,ADJ,general
свод,NOUN,everyday
сводить,VERB,general
сводиться,VERB,specialized
своеобразный,ADJ,specialized
свой,DET,general
свойство,NOUN,specialized
сворачивать,VERB,everyday
сворачиваться,VERB,specialized
своротить,VERB,general
свояк,NOUN,everyday
свояченица,NOUN,everyday
связать,VERB,general
связаться,VERB,everyday
связка,NOUN,everyday
связный,ADJ,specialized
связывать,VERB,general
связываться,VERB,general
связь,NOUN,general
святой,ADJ,general
священный,ADJ,specialized
свёкла,NOUN,everyday
свёкор,NOUN,everyday
сгенерировать,VERB,general
сгладить,VERB,general
сглаживаться,VERB,specialized
сглазить,VERB,everyday
сгореть,VERB,everyday
сдавать,VERB,everyday
сдать,VERB,everyday
сдача,NOUN,general
сдвиг,NOUN,specialized
сдвигаться,VERB,general
сдвинуть,VERB,everyday
сдвинуться,VERB,specialized
сделать,VERB,everyday
сделка,NOUN,general
сдержанно,ADV,everyday
сдержанность,NOUN,general
сдержанный,ADJ,general
сдерживание,NOUN,general
сдерживать,VERB,specialized
сеанс,NOUN,everyday
себя,PRON,general
север,NOUN,general
север,PROPN,general
севернее,ADV,everyday
северный,ADJ,general
северный,PROPN,general
севиче,NOUN,specialized
сегодня,ADV,general
сегодняшний,ADJ,general
седина,NOUN,everyday
седловидный,ADJ,everyday
седмица,NOUN,everyday
седой,ADJ,everyday
седьмой,ADJ,everyday
сезон,NOUN,general
сезонный,ADJ,general
сей,DET,general
сейсмически,ADV,specialized
сейф,NOUN,everyday
сейчас,ADV,general
секрет,NOUN,everyday
секретарь,NOUN,everyday
сектор,NOUN,general
секунда,NOUN,general
секция,NOUN,general
селиться,VERB,specialized
село,NOUN,general
сельский,ADJ,general
селёдка,NOUN,everyday
семейка,NOUN,everyday
семейный,ADJ,general
семестр,NOUN,general
семечко,NOUN,everyday
семилетний,ADJ,everyday
семинар,NOUN,general
семнадцатый,ADJ,specialized
семнадцать,NUM,general
семь,NUM,general
семьдесят,NUM,general
семьсот,NUM,general
семья,NOUN,general
семя,NOUN,general
сена,PROPN,general
сената,PROPN,specialized
сено,NOUN,general
сенсомоторный,ADJ,specialized
сенсорный,ADJ,everyday
сентиментальный,ADJ,everyday
сентябрь,NOUN,general
сервер,NOUN,general
сервис,NOUN,general
сервисный,ADJ,general
сергеевич,PROPN,everyday
сергеевна,PROPN,everyday
сергей,PROPN,general
сергиев,PROPN,everyday
сердиться,VERB,everyday
сердце,NOUN,general
сердцебиение,NOUN,everyday
серебристый,ADJ,everyday
серебряный,ADJ,everyday
середина,NOUN,general
сериал,NOUN,general
серия,NOUN,general
серого,PROPN,everyday
сертификат,NOUN,general
серый,ADJ,everyday
серьга,NOUN,everyday
серьёзно,ADV,general
серьёзный,ADJ,general
серёжа,PROPN,general
сессия,NOUN,general
сестра,NOUN,everyday
сесть,VERB,everyday
сетка,NOUN,general
сетунь,PROPN,everyday
сеть,NOUN,general
сжигание,NOUN,everyday
сжигать,VERB,specialized
сжимать,VERB,everyday
сибирский,ADJ,specialized
сибирь,PROPN,everyday
сигарета,NOUN,general
сигнал,NOUN,general
сигнализировать,VERB,everyday
сиденье,NOUN,everyday
сидеть,VERB,everyday
сидоров,PROPN,general
сидорова,PROPN,general
сикока,PROPN,specialized
сила,NOUN,general
силуэт,NOUN,specialized
сильно,ADV,general
сильный,ADJ,general
сим-карта,NOUN,everyday
символ,NOUN,general
символически,ADV,everyday
символический,ADJ,everyday
симптом,NOUN,general
симфонический,ADJ,specialized
симфония,NOUN,specialized
синагога,NOUN,everyday
синий,ADJ,general
синица,NOUN,everyday
синоптика,NOUN,everyday
синтез,NOUN,specialized
синтетика,NOUN,everyday
синтетический,ADJ,general
синяк,NOUN,general
сирень,NOUN,general
сириус,PROPN,specialized
сироп,NOUN,everyday
система,NOUN,general
систематический,ADJ,specialized
системный,ADJ,general
сито,NOUN,everyday
ситуация,NOUN,general
сказать,VERB,general
сказаться,VERB,specialized
сказка,NOUN,general
сказочный,ADJ,everyday
сказываться,VERB,general
скакать,VERB,general
скал,NOUN,everyday
скамейка,NOUN,general
скан,NOUN,everyday
скандал,NOUN,everyday
скандий,NOUN,specialized
скандинав,NOUN,specialized
скандинавский,ADJ,specialized
сканировать,VERB,general
скатерть,NOUN,general
скачок,NOUN,specialized
сквозь,ADP,general
скворец,NOUN,everyday
скептик,NOUN,general
скидка,NOUN,general
скинуть,VERB,everyday
склад,NOUN,everyday
складывать,VERB,everyday
складываться,VERB,general
склон,NOUN,everyday
склонность,NOUN,specialized
сковорода,NOUN,everyday
сковородка,NOUN,general
скользить,VERB,everyday
скользкий,ADJ,everyday
сколько,ADV,general
сколько,NUM,general
сколько,SCONJ,general
скорбеть,VERB,everyday
скорее,ADV,general
скорлупа,NOUN,everyday
скоро,ADV,general
скорость,NOUN,general
скорый,ADJ,general
скот,NOUN,general
скотч,NOUN,everyday
скошенный,ADJ,everyday
скромно,ADV,general
скромный,ADJ,general
скрываться,VERB,general
скрыть,VERB,general
скука,NOUN,everyday
скульптура,NOUN,everyday
скулёж,NOUN,everyday
скучать,VERB,general
скучный,ADJ,general
слабеть,VERB,general
слабина,NOUN,general
слабовидящий,NOUN,everyday
слабость,NOUN,general
слабый,ADJ,general
славянский,ADJ,specialized
сладкий,ADJ,everyday
сладковатый,ADJ,everyday
сладость,NOUN,everyday
слаженный,ADJ,everyday
слева,ADV,everyday
след,NOUN,general
следить,VERB,general
следователь,NOUN,everyday
следовать,VERB,general
следствие,NOUN,general
следующий,ADJ,general
слеза,NOUN,everyday
слепить,VERB,everyday
сливать,VERB,everyday
сливаться,VERB,everyday
сливки,NOUN,everyday
слишком,ADV,general
слияние,NOUN,everyday
слобода,NOUN,everyday
словарь,NOUN,general
словно,PART,general
слово,NOUN,general
сложить,VERB,general
сложиться,VERB,general
сложно,ADJ,everyday
сложность,NOUN,specialized
сложный,ADJ,general
слой,NOUN,general
сломать,VERB,general
слон,NOUN,everyday
служба,NOUN,general
служитель,NOUN,everyday
служить,VERB,general
слух,NOUN,general
случай,NOUN,general
случайно,ADV,general
случайность,NOUN,specialized
случайный,ADJ,general
случаться,VERB,everyday
случиться,VERB,everyday
слушатель,NOUN,specialized
слушать,VERB,general
слышать,VERB,general
слышно,ADV,everyday
слышный,ADJ,everyday
слякотный,ADJ,everyday
смазать,VERB,everyday
смазывать,VERB,everyday
смартфон,NOUN,general
смелость,NOUN,specialized
смена,NOUN,general
сменить,VERB,general
сменять,VERB,everyday
сменяться,VERB,everyday
смерть,NOUN,general
смеситель,NOUN,everyday
смесить,VERB,everyday
сместить,VERB,general
сместиться,VERB,specialized
смесь,NOUN,general
смета,NOUN,everyday
сметана,NOUN,everyday
смех,NOUN,general
смешанный,ADJ,general
смешение,NOUN,specialized
смешивать,VERB,specialized
смешной,ADJ,everyday
смещать,VERB,specialized
смеяться,VERB,everyday
смириться,VERB,general
смирнов,PROPN,everyday
смирнова,PROPN,everyday
смоленский,ADJ,everyday
смоленский,PROPN,specialized
смородина,NOUN,everyday
сморщить,VERB,everyday
смотреть,VERB,general
смотреться,VERB,everyday
смотритель,NOUN,everyday
смотровой,ADJ,everyday
смочь,VERB,everyday
смс,PROPN,everyday
смутить,VERB,everyday
смутный,ADJ,specialized
смущать,VERB,everyday
смысл,NOUN,general
смысловой,ADJ,specialized
смыть,VERB,everyday
смягчать,VERB,general
смягчение,NOUN,general
смятый,ADJ,general
снаружи,ADV,everyday
снасть,NOUN,everyday
сначала,ADV,everyday
снег,NOUN,everyday
снегирь,NOUN,everyday
снегопад,NOUN,everyday
снегурочка,PROPN,everyday
снежинка,NOUN,specialized
снежный,ADJ,everyday
снижать,VERB,general
снижаться,VERB,specialized
снижение,NOUN,general
снизить,VERB,general
снизиться,VERB,general
снизу,ADV,general
сникнуть,VERB,everyday
снимать,VERB,general
снимок,NOUN,general
сниться,VERB,specialized
снова,ADV,everyday
сновидение,NOUN,specialized
снос,NOUN,everyday
сноха,NOUN,everyday
сношение,NOUN,specialized
снятие,NOUN,general
снять,VERB,everyday
собака,NOUN,general
собачник,NOUN,everyday
собеседник,NOUN,everyday
собеседование,NOUN,everyday
собиратель,NOUN,specialized
собирательство,NOUN,specialized
собирать,VERB,general
собираться,VERB,general
соблюдать,VERB,everyday
соблюдение,NOUN,specialized
соболезнование,NOUN,everyday
соболь,NOUN,everyday
собор,NOUN,general
собрание,NOUN,general
собрать,VERB,general
собраться,VERB,everyday
собственник,NOUN,everyday
собственность,NOUN,general
собственный,ADJ,general
событие,NOUN,general
сова,NOUN,everyday
совершать,VERB,specialized
совершенно,ADV,general
совершеннолетие,NOUN,specialized
совершенствование,NOUN,specialized
совершенствоваться,VERB,specialized
совершить,VERB,general
совесть,NOUN,everyday
совет,NOUN,general
совет,PROPN,general
советовать,VERB,general
советский,ADJ,general
советы,PROPN,everyday
совещание,NOUN,general
совместить,VERB,everyday
совместный,ADJ,general
совмещать,VERB,general
совокупность,NOUN,general
совокупный,ADJ,specialized
совпадать,VERB,specialized
совпасть,VERB,specialized
современный,ADJ,general
совсем,ADV,general
согласие,NOUN,general
согласиться,VERB,general
согласно,ADP,general
согласный,ADJ,general
согласование,NOUN,general
согласовать,VERB,general
согласовывать,VERB,general
соглашаться,VERB,general
соглашение,NOUN,general
сода,NOUN,specialized
содержание,NOUN,general
содержательный,ADJ,general
содержать,VERB,general
содержимое,NOUN,everyday
соединение,NOUN,everyday
соединить,VERB,general
соединять,VERB,specialized
сожаление,NOUN,everyday
сожалеть,VERB,general
сожжение,NOUN,everyday
созваниваться,VERB,everyday
созвездие,NOUN,specialized
созвон,NOUN,general
созвониться,VERB,general
создавать,VERB,general
создаваться,VERB,specialized
создание,NOUN,general
создатель,NOUN,specialized
создать,VERB,general
сознание,NOUN,general
сознательно,ADV,general
сознательный,ADJ,specialized
созреть,VERB,everyday
соискатель,NOUN,general
сойка,NOUN,everyday
сойти,VERB,general
сойтись,VERB,general
сок,NOUN,general
сокол,NOUN,everyday
сокольник,PROPN,everyday
сокольнический,ADJ,everyday
сократ,PROPN,specialized
сократить,VERB,general
сократиться,VERB,general
сокращать,VERB,specialized
сокращаться,VERB,everyday
сокращение,NOUN,general
сокровище,NOUN,specialized
солдат,NOUN,everyday
солнечный,ADJ,general
солнце,NOUN,everyday
солнце,PROPN,general
соломенный,ADJ,everyday
соломинка,NOUN,general
соломон,PROPN,specialized
солоноватый,ADJ,everyday
соль,NOUN,everyday
солянка,NOUN,everyday
солёный,ADJ,everyday
сомневаться,VERB,general
сомнение,NOUN,general
сомнительный,ADJ,everyday
сон,NOUN,general
сонный,ADJ,general
соня,PROPN,everyday
соображать,VERB,general
соображение,NOUN,everyday
сообщать,VERB,general
сообщение,NOUN,general
сообщество,NOUN,general
сообщить,VERB,general
соответственно,ADV,general
соответствие,NOUN,general
соответствовать,VERB,specialized
соответствующий,ADJ,general
сопение,NOUN,everyday
соперник,NOUN,everyday
соперничество,NOUN,specialized
сопка,NOUN,everyday
сопоставимый,ADJ,general
сопоставить,VERB,general
сопоставление,NOUN,specialized
сопоставлять,VERB,specialized
сопроводительный,ADJ,everyday
сопровождать,VERB,specialized
сопровождаться,VERB,general
сопровождение,NOUN,everyday
сопротивление,NOUN,general
сопутствующий,ADJ,general
сорваться,VERB,everyday
соревнование,NOUN,general
сорняк,NOUN,general
сорок,NUM,general
сортировать,VERB,general
сортировка,NOUN,general
сосед,NOUN,general
соседка,NOUN,general
соседний,ADJ,general
соседский,ADJ,general
соседство,NOUN,everyday
соседствовать,VERB,specialized
сосиска,NOUN,everyday
сослаться,VERB,general
сосна,NOUN,everyday
сосредоточенность,NOUN,general
сосредоточить,VERB,specialized
сосредоточиться,VERB,general
состав,NOUN,general
составить,VERB,general
составление,NOUN,general
составлять,VERB,general
составной,ADJ,general
состояние,NOUN,general
состоять,VERB,general
состояться,VERB,general
состыковаться,VERB,specialized
состязание,NOUN,everyday
сосуществование,NOUN,general
сосуществовать,VERB,specialized
сотка,NOUN,everyday
сотня,NOUN,specialized
сотрудник,NOUN,general
сотрудница,NOUN,general
сотрудничество,NOUN,general
соус,NOUN,everyday
софт,NOUN,everyday
сохнуть,VERB,everyday
сохранение,NOUN,everyday
сохранить,VERB,general
сохраниться,VERB,general
сохранять,VERB,general
сохраняться,VERB,specialized
социалистический,ADJ,specialized
социальный,ADJ,general
социолог,NOUN,general
социология,NOUN,specialized
соцпакет,NOUN,specialized
соцсеть,NOUN,general
сочельник,PROPN,everyday
сочетание,NOUN,general
сочетаться,VERB,general
сочиво,NOUN,everyday
сочинение,NOUN,general
сочинять,VERB,specialized
сочиться,VERB,everyday
сочный,ADJ,everyday
союз,NOUN,general
союз,PROPN,general
союзник,NOUN,specialized
соя,NOUN,everyday
спа-салон,NOUN,general
спальник,NOUN,everyday
спальный,ADJ,specialized
спальня,NOUN,everyday
спасатель,NOUN,everyday
спасаться,VERB,everyday
спасение,NOUN,general
спасибо,NOUN,everyday
спасский,ADJ,everyday
спасти,VERB,general
спать,VERB,general
спектакль,NOUN,general
спектр,NOUN,general
спереди,ADV,everyday
спеть,VERB,general
специализированный,ADJ,specialized
специализироваться,VERB,specialized
специалист,NOUN,everyday
специально,ADV,general
специальность,NOUN,everyday
специальный,ADJ,general
специфический,ADJ,specialized
специя,NOUN,everyday
спецэффект,NOUN,everyday
спина,NOUN,everyday
спинной,ADJ,everyday
списание,NOUN,general
списать,VERB,general
список,NOUN,general
списывать,VERB,general
спица,NOUN,everyday
спичка,NOUN,everyday
сплав,NOUN,specialized
сплавиться,VERB,everyday
спокойно,ADJ,everyday
спокойно,ADV,everyday
спокойный,ADJ,everyday
спокойствие,NOUN,general
спонсорство,NOUN,everyday
спонтанный,ADJ,general
спор,NOUN,general
спорить,VERB,everyday
спорный,ADJ,general
спорт,NOUN,everyday
спортзал,NOUN,general
спортивный,ADJ,everyday
спортсмен,NOUN,everyday
спортсменка,NOUN,everyday
способ,NOUN,general
способность,NOUN,general
способный,ADJ,general
способствовать,VERB,general
спотыкаться,VERB,everyday
справа,ADV,everyday
справедливость,NOUN,general
справедливый,ADJ,general
справиться,VERB,general
справка,NOUN,everyday
справляться,VERB,general
справочный,ADJ,everyday
спрашивать,VERB,general
спрос,NOUN,general
спросить,VERB,everyday
спрятать,VERB,specialized
спрятаться,VERB,everyday
спуск,NOUN,everyday
спускать,VERB,everyday
спускаться,VERB,everyday
спуститься,VERB,everyday
спустя,ADP,general
спутник,NOUN,general
спящий,ADJ,specialized
срабатывать,VERB,everyday
сработать,VERB,general
сравнение,NOUN,general
сравнивать,VERB,general
сравнительно,ADV,general
сравнительный,ADJ,specialized
сражение,NOUN,specialized
сразу,ADV,general
среда,NOUN,general
среди,ADP,general
средневековый,ADJ,specialized
среднее,NOUN,general
средний,ADJ,general
средовой,ADJ,specialized
средство,NOUN,general
срезать,VERB,everyday
сровнять,VERB,general
срок,NOUN,general
срочно,ADV,general
срочный,ADJ,general
срывать,VERB,specialized
срываться,VERB,everyday
ссора,NOUN,general
ссориться,VERB,everyday
ссср,PROPN,general
ссылаться,VERB,general
ссылка,NOUN,general
стабильность,NOUN,general
стабильный,ADJ,specialized
ставить,VERB,general
ставка,NOUN,general
стадион,NOUN,general
стадия,NOUN,specialized
стаж,NOUN,general
стажировка,NOUN,general
стакан,NOUN,everyday
стаканчик,NOUN,everyday
сталинград,PROPN,specialized
сталкиваться,VERB,specialized
сталь,NOUN,everyday
стандарт,NOUN,general
стандартный,ADJ,specialized
станислав,PROPN,everyday
становиться,VERB,general
станок,NOUN,specialized
станция,NOUN,general
старание,NOUN,everyday
старательно,ADV,everyday
стараться,VERB,everyday
старение,NOUN,general
старик,NOUN,everyday
старинка,NOUN,everyday
старинный,ADJ,everyday
старо-татарский,PROPN,everyday
старомодно,ADV,everyday
старость,NOUN,general
старт,NOUN,general
старуха,NOUN,everyday
старшеклассник,NOUN,general
старшекурсник,NOUN,general
старший,ADJ,everyday
старший,NOUN,general
старый,ADJ,general
стас,PROPN,general
статистика,NOUN,general
статистически,ADV,general
статистический,ADJ,general
статичный,ADJ,specialized
статус,NOUN,general
стать,VERB,general
статья,NOUN,general
стащить,VERB,everyday
ствол,NOUN,everyday
стекать,VERB,everyday
стекло,NOUN,everyday
стеклянный,ADJ,specialized
стела,NOUN,specialized
стелить,VERB,everyday
стена,NOUN,general
стенд,NOUN,everyday
стенка,NOUN,everyday
степень,NOUN,general
стереотип,NOUN,general
стереться,VERB,everyday
стеснение,NOUN,everyday
стесняться,VERB,everyday
стечь,VERB,everyday
стиль,NOUN,general
стильный,ADJ,everyday
стимул,NOUN,specialized
стипендия,NOUN,general
стиральный,ADJ,general
стирать,VERB,general
стирка,NOUN,everyday
стих,NOUN,specialized
стихийный,ADJ,specialized
стихотворение,NOUN,general
сто,NUM,general
стоик,NOUN,specialized
стоимость,NOUN,general
стоить,VERB,general
стойка,NOUN,general
сток,NOUN,everyday
сток-мандевилл,PROPN,everyday
стол,NOUN,everyday
столб,NOUN,general
столбик,NOUN,everyday
столетие,NOUN,specialized
столетний,ADJ,specialized
столик,NOUN,everyday
столица,NOUN,general
столкновение,NOUN,general
столкнуть,VERB,specialized
столкнуться,VERB,general
столовая,NOUN,general
столовый,ADJ,everyday
столп,NOUN,specialized
столпиться,VERB,everyday
столько,ADV,general
столько,NUM,general
столько,SCONJ,general
столяр,NOUN,general
столярный,ADJ,general
стоматолог,NOUN,general
стоматология,NOUN,general
стопка,NOUN,everyday
сторона,NOUN,general
сторонник,NOUN,general
стоуки,PROPN,specialized
стоянка,NOUN,specialized
стоять,VERB,general
страдание,NOUN,everyday
страдать,VERB,general
страна,NOUN,general
страна,PROPN,everyday
страница,NOUN,general
странный,ADJ,everyday
стратегический,ADJ,general
стратегия,NOUN,general
страх,NOUN,general
страхование,NOUN,general
страховка,NOUN,everyday
страховой,ADJ,general
страховщик,NOUN,general
страшно,ADV,everyday
страшноватый,ADJ,general
страшный,ADJ,general
стрелка,NOUN,everyday
стрельба,NOUN,everyday
стремительно,ADV,general
стремиться,VERB,general
стремление,NOUN,general
стресс,NOUN,general
стрессовый,ADJ,general
стрижка,NOUN,everyday
стриминг,NOUN,general
стриминговый,ADJ,general
строгать,VERB,general
строгий,ADJ,general
строго,ADV,general
строение,NOUN,general
строительный,ADJ,everyday
строительство,NOUN,general
строить,VERB,general
стройка,NOUN,everyday
стройный,ADJ,everyday
строка,NOUN,general
строчка,NOUN,general
стружка,NOUN,general
структура,NOUN,general
струна,NOUN,everyday
струнный,ADJ,specialized
струя,NOUN,specialized
стряхнуть,VERB,everyday
студент,NOUN,general
студенческий,ADJ,general
студия,NOUN,general
стук,NOUN,everyday
стул,NOUN,general
ступенька,NOUN,everyday
стучать,VERB,everyday
стыдиться,VERB,everyday
стыдно,ADV,general
стык,NOUN,specialized
стюарт,PROPN,specialized
стёртый,ADJ,everyday
суббота,NOUN,everyday
субботник,NOUN,general
субкультура,NOUN,general
суборбитальный,ADJ,specialized
субсидия,NOUN,general
субъект,NOUN,specialized
субъективный,ADJ,specialized
сувенир,NOUN,everyday
сувенирный,ADJ,everyday
сугроб,NOUN,everyday
суд,NOUN,general
судебный,ADJ,general
судить,VERB,general
судьба,NOUN,general
судья,NOUN,everyday
суетливый,ADJ,specialized
суждение,NOUN,general
суздаль,PROPN,everyday
суздальский,ADJ,specialized
суккулент,NOUN,everyday
сумасшедший,ADJ,everyday
сумка,NOUN,everyday
сумма,NOUN,general
сумочка,NOUN,everyday
суп,NOUN,everyday
супергеройский,ADJ,specialized
супермаркет,NOUN,everyday
суперсерия,NOUN,everyday
супрематизм,NOUN,specialized
супруг,NOUN,specialized
супружеский,ADJ,specialized
сустав,NOUN,general
сутки,NOUN,general
суточный,ADJ,everyday
сутулый,ADJ,everyday
суть,NOUN,general
сухо,ADJ,everyday
сухой,ADJ,general
сухофрукт,NOUN,everyday
сучок,NOUN,general
суша,NOUN,general
сушилка,NOUN,everyday
сушить,VERB,general
сушиться,VERB,everyday
сушка,NOUN,everyday
существенно,ADV,general
существо,NOUN,general
существование,NOUN,general
существовать,VERB,general
сфальшивить,VERB,everyday
сфера,NOUN,general
сформироваться,VERB,specialized
сформовать,VERB,everyday
сфотографировать,VERB,general
сфотографироваться,VERB,general
схватить,VERB,everyday
схема,NOUN,general
схематичный,ADJ,specialized
сходить,VERB,everyday
сходиться,VERB,general
сходный,ADJ,specialized
сходство,NOUN,specialized
схожий,ADJ,specialized
сцена,NOUN,general
сценарий,NOUN,general
сценарист,NOUN,general
сценический,ADJ,specialized
счастливый,ADJ,general
счастье,NOUN,general
счесть,VERB,everyday
счесться,VERB,everyday
считаный,ADJ,general
считать,VERB,general
счёт,NOUN,general
счётчик,NOUN,everyday
сша,PROPN,general
съедать,VERB,general
съедобный,ADJ,general
съездить,VERB,everyday
съесть,VERB,general
съехать,VERB,everyday
съёмка,NOUN,general
съёмный,ADJ,everyday
сыграть,VERB,general
сын,NOUN,everyday
сыр,NOUN,everyday
сырник,NOUN,everyday
сырный,ADJ,everyday
сырой,ADJ,everyday
сырьё,NOUN,general
сытый,ADJ,everyday
сыщик,NOUN,everyday
сюда,ADV,general
сюжет,NOUN,general
сюжетный,ADJ,general
сюрприз,NOUN,general
таблица,NOUN,general
табличка,NOUN,general
табло,NOUN,general
таз,NOUN,everyday
тазик,NOUN,everyday
таинство,NOUN,everyday
тайга,NOUN,everyday
тайм,NOUN,everyday
тайно,ADV,general
тайный,ADJ,specialized
тайский,ADJ,everyday
тайфун,NOUN,everyday
так,ADV,general
также,ADV,general
также,PART,general
таковой,ADJ,everyday
такой,DET,general
такси,NOUN,general
таксомоторный,ADJ,everyday
талант,NOUN,general
талон,NOUN,everyday
там,ADV,general
тамиздат,NOUN,specialized
танака,PROPN,everyday
танец,NOUN,general
танцевальный,ADJ,general
танцевать,VERB,everyday
танцпол,NOUN,everyday
тапочка,NOUN,general
тара,NOUN,general
тарелка,NOUN,general
тариф,NOUN,general
таскать,VERB,general
тасмания,PROPN,everyday
татарский,ADJ,everyday
татлина,PROPN,specialized
татьян,PROPN,everyday
татьяна,PROPN,general
татьянин,ADJ,everyday
татьяной,PROPN,everyday
тащить,VERB,everyday
таяние,NOUN,everyday
таять,VERB,everyday
тбилиси,PROPN,everyday
тверской,ADJ,everyday
тверской,PROPN,everyday
тверь,PROPN,everyday
твой,DET,general
творить,VERB,specialized
творожный,ADJ,everyday
творческий,ADJ,general
творчество,NOUN,general
твёрдо,ADV,general
твёрдый,ADJ,specialized
театр,NOUN,general
театральный,ADJ,general
текст,NOUN,general
текстиль,NOUN,general
текстильный,ADJ,specialized
текстовой,ADJ,general
текстовый,ADJ,general
текстура,NOUN,general
текущий,ADJ,specialized
телевидение,NOUN,general
телевизор,NOUN,everyday
тележка,NOUN,everyday
телеканал,NOUN,general
телесный,ADJ,specialized
телефон,NOUN,general
телефонный,ADJ,general
тело,NOUN,general
тем,SCONJ,general
тема,NOUN,general
тематический,ADJ,everyday
темнеть,VERB,general
темнота,NOUN,general
темп,NOUN,general
темпера,NOUN,specialized
температура,NOUN,general
тенденция,NOUN,general
теннис,NOUN,everyday
тень,NOUN,general
