lemma,upos,lexical_class
магма,NOUN,specialized
магматический,ADJ,everyday
магнит,NOUN,everyday
магнитный,ADJ,everyday
магнитофонный,ADJ,specialized
магнитуда,NOUN,general
мажоритарный,ADJ,specialized
мазка,NOUN,everyday
май,NOUN,general
майор,NOUN,general
майор,PROPN,general
майский,ADJ,general
майя,NOUN,general
майяр,PROPN,specialized
макароны,NOUN,everyday
макартур,PROPN,general
макс,PROPN,general
максимально,ADV,everyday
максимальный,ADJ,general
максимум,NOUN,general
малевич,PROPN,specialized
маленький,ADJ,general
малина,NOUN,everyday
мало,ADV,general
маловероятный,ADJ,specialized
малый,ADJ,general
мальчик,NOUN,everyday
мальчишка,NOUN,general
малярный,ADJ,everyday
мама,NOUN,everyday
манга,NOUN,specialized
мандарин,NOUN,everyday
мандат,NOUN,specialized
манеж,NOUN,everyday
манизер,PROPN,everyday
манный,ADJ,everyday
манхейм,PROPN,specialized
маньчжурия,PROPN,specialized
маори,NOUN,specialized
маргарита,PROPN,specialized
марина,PROPN,everyday
мариус,PROPN,specialized
мария,PROPN,general
маркетинг,NOUN,specialized
маркетинга,PROPN,general
маркировка,NOUN,general
маркс,PROPN,specialized
мармеладов,PROPN,everyday
марокканский,ADJ,specialized
марс,PROPN,specialized
марсоход,NOUN,specialized
март,NOUN,general
март,PROPN,everyday
маруся,PROPN,everyday
маршрут,NOUN,general
маск,PROPN,general
маска,NOUN,everyday
маскировка,NOUN,specialized
масленица,NOUN,everyday
масленица,PROPN,everyday
масленичный,ADJ,everyday
масло,NOUN,everyday
масляный,ADJ,specialized
масса,NOUN,general
массив,NOUN,general
массово,ADV,everyday
массовый,ADJ,general
мастер,NOUN,general
мастер-класс,NOUN,general
мастерская,NOUN,general
мастерство,NOUN,general
масштаб,NOUN,general
масштабироваться,VERB,everyday
масштабный,ADJ,specialized
мат,NOUN,everyday
матвей,PROPN,everyday
математик,NOUN,specialized
математика,NOUN,general
математический,ADJ,specialized
материал,NOUN,general
материально,ADV,general
материальный,ADJ,general
матч,NOUN,everyday
мать,NOUN,everyday
махать,VERB,general
махнуть,VERB,everyday
мачеха,NOUN,everyday
маш,PROPN,everyday
маша,PROPN,everyday
машенька,NOUN,everyday
машенька,PROPN,everyday
машина,NOUN,everyday
машинка,NOUN,general
машинный,ADJ,specialized
машка,PROPN,everyday
маяк,NOUN,everyday
маяковская,PROPN,everyday
мбапп,PROPN,general
мвд,PROPN,everyday
мгновенно,ADV,general
мгновенный,ADJ,specialized
мебель,NOUN,everyday
медаль,NOUN,general
медведь,NOUN,everyday
медиа,NOUN,general
медиана,NOUN,general
медианный,ADJ,general
медиапространство,NOUN,specialized
медиафраншиза,NOUN,specialized
медитация,NOUN,general
медицина,NOUN,general
медицинский,ADJ,general
медкомиссия,NOUN,everyday
медленно,ADV,general
медленный,ADJ,general
медный,ADJ,everyday
медовуха,NOUN,everyday
медовый,ADJ,everyday
медсестра,NOUN,general
между,ADP,general
международный,ADJ,general
межконтинентальный,ADJ,specialized
мезоамерика,PROPN,specialized
мекка,PROPN,specialized
мел,NOUN,specialized
мелирование,NOUN,everyday
мелкий,ADJ,general
мелодический,ADJ,specialized
мелодия,NOUN,specialized
мелочь,NOUN,everyday
мелькать,VERB,specialized
мелькнуть,VERB,specialized
мемуары,NOUN,specialized
менделевий,NOUN,specialized
менделеев,PROPN,specialized
менеджер,NOUN,general
менее,ADV,general
меньший,ADJ,specialized
меньшинство,NOUN,specialized
меню,NOUN,everyday
менять,VERB,general
меняться,VERB,general
мера,NOUN,general
мерзлота,NOUN,specialized
мерить,VERB,general
мерка,NOUN,general
мероприятие,NOUN,general
мерцать,VERB,everyday
мерч,NOUN,everyday
месить,VERB,everyday
месопотамский,ADJ,specialized
месси,PROPN,general
местность,NOUN,specialized
местный,ADJ,general
место,NOUN,general
местоположение,NOUN,general
месяц,NOUN,general
метаанализ,NOUN,everyday
метавселенная,NOUN,general
металл,NOUN,specialized
металлический,ADJ,general
метаться,VERB,everyday
метафора,NOUN,specialized
метель,NOUN,everyday
метеорологический,ADJ,everyday
метеорология,NOUN,specialized
метод,NOUN,general
методика,NOUN,general
метр,NOUN,general
метро,NOUN,everyday
метрополитен,NOUN,everyday
мефодий,PROPN,specialized
механизация,NOUN,specialized
механизм,NOUN,general
механический,ADJ,general
мечеть,NOUN,everyday
мечта,NOUN,general
мечтать,VERB,general
мешать,VERB,general
мешок,NOUN,general
мешочек,NOUN,everyday
мигать,VERB,general
мигрант,NOUN,general
миграционный,ADJ,everyday
миграция,NOUN,specialized
мизансцена,NOUN,specialized
микробиота,NOUN,specialized
микроорганизм,NOUN,specialized
микрософт,PROPN,general
микросхема,NOUN,general
микрофон,NOUN,everyday
миллениал,NOUN,specialized
миллиард,NOUN,general
миллилитр,NOUN,everyday
миллиметр,NOUN,everyday
миллион,NOUN,general
милль,PROPN,specialized
милый,ADJ,everyday
мимо,ADP,general
мимоза,NOUN,everyday
минерал,NOUN,specialized
минеральный,ADJ,specialized
миниатюра,NOUN,specialized
миниатюрный,ADJ,everyday
минимализм,NOUN,general
минимальный,ADJ,general
минимум,NOUN,general
министерство,PROPN,general
министр,NOUN,general
минувший,ADJ,general
минус,NOUN,everyday
минута,NOUN,everyday
минутка,NOUN,everyday
минуточка,NOUN,everyday
мир,NOUN,general
мириться,VERB,everyday
мировоззрение,NOUN,specialized
мировой,ADJ,general
миропорядок,NOUN,specialized
миска,NOUN,everyday
мисо,NOUN,everyday
миссия,NOUN,general
митей,PROPN,everyday
митохондриальный,ADJ,specialized
миф,NOUN,general
мифологический,ADJ,specialized
мифология,NOUN,specialized
михаил,PROPN,general
миша,PROPN,everyday
мишель,PROPN,general
мкб,PROPN,specialized
младенчество,NOUN,everyday
младший,ADJ,everyday
младший,ADV,general
млечный,ADJ,specialized
мнение,NOUN,general
много,ADV,general
много,NUM,general
многое,NOUN,general
многозначный,ADJ,specialized
многоквартирный,ADJ,everyday
многократно,ADV,specialized
многократный,ADJ,specialized
многолетний,ADJ,general
многопользовательский,ADJ,general
многоразовый,ADJ,general
многослойный,ADJ,specialized
многосторонний,ADJ,specialized
многотомный,ADJ,specialized
многотысячный,ADJ,everyday
многофункциональный,ADJ,everyday
многоязычный,ADJ,specialized
множество,NOUN,general
мобилизация,NOUN,specialized
мобилизовать,VERB,general
мобилизоваться,VERB,everyday
мобильный,ADJ,general
могущественный,ADJ,specialized
мода,NOUN,general
моделировать,VERB,specialized
модель,NOUN,general
модерация,NOUN,general
модный,ADJ,general
можно,ADV,general
мозаика,NOUN,everyday
мозг,NOUN,general
мозоль,NOUN,everyday
мой,DET,general
мокро,ADV,everyday
мокрый,ADJ,everyday
мол,ADV,general
молекула,NOUN,specialized
молекулярно,ADV,specialized
моллюск,NOUN,everyday
молния,NOUN,general
молния,PROPN,everyday
молодец,NOUN,general
молодо,ADV,everyday
молодой,ADJ,general
